"Name ____________________________","Dealflow Status","Country Code","Founding Year",Employees,"Business Model","Website URL","LinkedIn URL","Crunchbase URL","Twitter URL","(Catalist_URL: ""https://ventureiq.io/entity/ID_below"") ID","Collections ______________________________________________","VIQ Tags ___________________________________________________________","Client Tags ___________________________________________________________","Keywords __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________"
"FINLESS FOODS"," - ",US,"2,017",1,b2c,"https://www.finlessfoods.com","https://www.linkedin.com/company/finlessfoods","https://www.crunchbase.com/organization/finless-foods","https://twitter.com/finlessfoods?lang=en","30,476,153","Example collection: Alternative protein","[""alternative protein"",""biotechnology"",""cell-based fish"",""consumer goods"",""cultured meat"",""fish protein"",""food and beverage"",""food and nutrition"",""food processing"",""hatch cohort 2018"",""health and wellness"",""meat alternative"",""nasf 2018"",""production technology"",""protein"",""stem cells""]"," - ","[""animal cell"",""animal food product human"",""appetizing alternative"",""biotechnology"",""biotechnology company whose mission"",""cellular biology"",""commercial fishing precious ocean"",""company"",""delicious seafood world"",""early"",""finless foods company mission"",""finless foods early"",""fish"",""fish farming"",""fish precious ocean"",""fish seafood product world"",""food product human consumption"",""food set debate lab"",""foods"",""friendly version fish seafood"",""healthy"",""healthy marine"",""hollis st. suite b"",""interest news outlet reader"",""lab"",""manufacture"",""marine"",""marine animal food product"",""mass"",""mass manufacture"",""meat washington moment"",""mission"",""new way"",""overwhelming interest news outlet"",""quality fish price"",""scientific cellular agriculture technology"",""seafood"",""stage"",""stage biotechnology company"",""suite"",""sustainable"",""sustainable seafood"",""version fish seafood product"",""way"",""way fresh"",""what"",""world""]"
"FOOD FOR PROGRESS SCANDINAVIA AB"," - ",SE,"2,011",51," - ","https://www.foodforprogress.com/","https://www.linkedin.com/company/food-for-progress/"," - ","https://twitter.com/foodforprogress","30,489,329","Example collection: Alternative protein","[""extruder"",""food"",""food innovation"",""meat alternative"",""plant based food"",""plant protein"",""plant-based meat"",""soy"",""textured protein"",""vegan"",""vegan protein""]"," - ","[""bibim oumph"",""cavinis oumph"",""det"",""det r"",""fiber och"",""food progress"",""frn vxtriket"",""g oumph"",""gjord p"",""gjord p soja"",""ingredienser"",""kcal fett"",""mat som"",""med"",""och"",""oumph"",""personer ingredienser"",""petra cavinis oumph"",""r oumph"",""rock progress"",""share oumph"",""soja"",""som"",""style ingredienser"",""vegansk matldas"",""vi""]"
"FUTURE FIELDS"," - ",CA,"2,017",1,b2b2c,"http://futurefields.io","https://www.linkedin.com/company/future-fields-cellular-agriculture/"," - ","https://twitter.com/MakingMeat","30,523,279","Example collection: Alternative protein","[""ag tech"",""biotechnology"",""cell based meat"",""cell based protein"",""chicken"",""cultured meat"",""in vitro meat"",""poultry"",""sustainable protein"",""tissue engineering""]"," - "," - "
"FUTURE MEAT TECHNOLOGIES"," - ",IL,"2,018",1,b2c,"future-meat.com","https://www.linkedin.com/company/future-meat-technologies","https://www.crunchbase.com/organization/future-meat-technologies","https://twitter.com/foodtechinvest/status/998220574236332032","30,482,526","Example collection: Alternative protein","[""agtech"",""alternative-protein"",""biotechnology"",""bitsxbites"",""clean meat"",""cultured meat"",""food and nutrition"",""foodtech"",""health and wellness"",""in vitro meat"",""manufacturing"",""non-gmo"",""nutrition"",""production technology"",""protein"",""sustainable-protein""]"," - "," - "
"GARDEIN PROTEIN INTERNATIONAL"," - ",CA,"2,003",51,b2c,"https://gardein.com","https://www.linkedin.com/company/garden-protein-international","https://www.crunchbase.com/organization/gardein","https://twitter.com/gardein","30,481,044","Example collection: Alternative protein","[""alternative protein"",""food"",""meatless food"",""non-gmo"",""plant based food"",""plant protein"",""soy"",""vegan protein""]"," - "," - "
"GARDEN GOURMET"," - ",NL,"1,986",11," - ","www.gardengourmet.nl","https://www.linkedin.com/company/garden-gourmet"," - ","https://twitter.com/hashtag/gardengourmet","30,519,994","Example collection: Alternative protein","[""meat alternative"",""plant protein"",""plant-based meat"",""vegan protein""]"," - "," - "
"GOLD&GREEN FOODS"," - ",FI,"2,015",51,b2c,"https://goldandgreenfoods.com/","https://www.linkedin.com/company/gold&green-foods-ltd","https://www.crunchbase.com/organization/gold-green-foods","https://twitter.com/goldngreenfoods?lang=en","30,520,039","Example collection: Alternative protein","[""oat based protein"",""plant protein"",""plant-based dairy"",""plant-based meat"",""production technology"",""vegan protein""]"," - ","[""bean first product"",""cookie"",""easy cook"",""fibrous texture"",""figured way"",""first product gold&green"",""full"",""full goodness"",""full story"",""gold&green"",""good"",""great taste good conscience"",""habanero salsa subscribe newsletter"",""hoof print"",""ltd."",""meal"",""mother nature"",""oats"",""oats bean first"",""oats parsnip"",""perfect protein oat bean"",""protein"",""radish habanero salsa subscribe"",""rocket pea risotto rice"",""smile face"",""spinach stuffed aubergine tacos"",""stuffed aubergine tacos w"",""taste"",""tasty"",""tasty flavour""]"
"GOOD DOT"," - ",IN,"2,016",1," - ","https://gooddot.in/","https://www.linkedin.com/company/good-dot","https://www.crunchbase.com/organization/gooddot","https://twitter.com/gooddotofficial/status/976686831499644929","30,485,412","Example collection: Alternative protein","[""food and nutrition"",""health and wellness"",""plant protein"",""protein"",""vegan protein""]"," - ","[""all rights reserved |"",""animal"",""animal factory farming"",""animal meat recipe"",""contributor heart disease diabete"",""dot"",""factory"",""good"",""good dot"",""good dot product"",""grainand plant protein product"",""heart"",""india"",""meat"",""meat low fat"",""meat top contributor heart"",""new recipe week"",""privacy all rights reserved"",""product"",""rcm distributor"",""recipe"",""recipe list idea"",""special technology turn grainand"",""technology turn grainand plant"",""top contributor heart disease"",""turn grainand plant protein"",""vegetarian"",""vegetarian meat"",""vegetarian meat india"",""year factory farm""]"
GOODBITE," - ",NL,"2,002",1," - ","www.goodbite.nl","https://www.linkedin.com/company/schouten-europe"," - "," - ","30,519,996","Example collection: Alternative protein","[""plant protein"",""vegan protein""]"," - ","[""als nederlanders nog zaterdag"",""assortiment"",""assortiment uitgebreid vijf producten"",""beter"",""burger"",""daarnaast nog zaterdag diverse"",""de"",""de beste vega producten"",""de goodbite nog zaterdag"",""elk moment jouw"",""gezonde pizza topping burger"",""gg giessen goodbite merk"",""goodbite"",""goodbite notenburger goodbite"",""goodbite piri piri"",""goodbite tempehblokjes ketjap"",""goodbite twee nieuwe producten"",""goodbite verkrijgbaar emt"",""heerlijke vega producten beter"",""hieronder welke producten assortiment"",""ik ga akkoord gelukt"",""inbox er ging fout"",""je ontvangt bevestiginsmail inbox"",""jouw"",""men plantaardigvoedsel zoal vleesvervangerszou"",""minder"",""mvo nederland waarom minder"",""nog zaterdag diverse goodbite"",""nog zaterdag wij aanbieding"",""ontvangt bevestiginsmail inbox er"",""ook aantal wat eigenlijk"",""partner mvo nederland waarom"",""producten"",""producten steed supermarkten verkrijgbaar"",""productnaam staat vegetarisc een"",""staat vegetarisc een goed"",""steed"",""supermarkten primeur starten twee"",""tempeh blokjes ketjap verkrijgbaar"",""twee"",""twee nieuwe goodbite producten"",""vega producten beter voorje"",""vegan"",""vegetarische hamblo vandaag wereld"",""verkrijgbaar"",""verkrijgbaar emt goed nieuws"",""vervelend dacht ver gehakt"",""vleesvervanger"",""voegt goodbite twee nieuwe"",""week voegt goodbite twee"",""welke producten assortiment emt"",""zaterdag diverse goodbite producten""]"
"GOODLIFE FOODS"," - ",GB,"1,989",11," - ","www.goodlife.co.uk","https://www.linkedin.com/company/goodlife-foods-ltd/"," - ","https://twitter.com/createagoodlife?lang=en","30,520,003","Example collection: Alternative protein","[""meat alternative"",""plant protein"",""plant-based meat"",""vegan protein""]"," - ","[""beanburgers"",""beanburgers kick chipotle chilli"",""carrot"",""carrot nut burger cauliflower"",""cheddar sausages truffle oil"",""chipotle chilli goodlife foods"",""french bean"",""goodlife"",""healthy vegetable fine farmer"",""kick"",""kick chipotle chilli goodlife"",""mature cheddar sausages truffle"",""mozzarella sausages basil picador"",""nut"",""nutritious"",""nutritious vegetarian meal"",""oil spicy veg beanburgers"",""sausages"",""sausages basil picador parsnip"",""sausages truffle oil spicy"",""spicy veg beanburgers kick"",""spinach sausages wensleydale tomato"",""sweet"",""sweet carrot nut burger"",""truffle oil spicy veg"",""veg beanburgers kick chipotle"",""vegetable"",""vegetable fine farmer uk"",""vegetable star show"",""vegetarian""]"
"GREENFOOD50 B.V."," - ",NL,"2,014",1,b2b,"http://www.greenfood50.com/home/","https://www.linkedin.com/company/6411676/"," - ","https://twitter.com/greenfood50","29,689,566","Example collection: Alternative protein","[""e-number free"",""fa next event"",""food ingredients"",""functional ingredients"",""natural ingredients"",""plant protein"",""quinoa"",""startlife"",""vegan protein""]"," - ","[""active health nutrition"",""base dutch olympic training"",""base dutch top sport"",""chef dutch olympic training"",""daily base dutch"",""daily base dutch olympic"",""dutch olympic training center"",""dutch top sport restaurant"",""food"",""food matters live"",""greenfood50"",""greenfood50 proprietary technology"",""greenfood50 proprietary technology infssc22000"",""greenfood50 quinoa ingredientsare"",""greenfood50received runner openinnovationawardfrom institute"",""health ingredients europe"",""healthy food"",""ingredient"",""ingredient innovation innovation challenge"",""international research organization"",""low saponin quinoa seed"",""netherlands"",""november"",""nutrition"",""october"",""olympic training center papendal"",""olympics pyeongchang tokyo"",""operation wageningen university"",""product"",""proprietary technology infssc22000 certifiedproduction"",""quinoa"",""quinoa ingredient"",""runner openinnovationawardfrom institute manufacturing"",""sport"",""sport nutrition"",""sport restaurant papendal"",""suppliesinnovative quinoa ingredient tasty"",""technology"",""technology infssc22000 certifiedproduction unit"",""university"",""vegan gluten free product"",""vegetarian gluten free product"",""wageningen"",""world population""]"
"HAIL MERRY LLC"," - ",US,"2,008",11,b2c,"http://www.hailmerry.com","https://www.linkedin.com/company/937578/","https://www.crunchbase.com/organization/hail-merry-snacks#section-funding-rounds","https://twitter.com/hailmerrysnacks?lang=en","30,481,518","Example collection: Alternative protein","[""alternative protein"",""convenience food"",""foodstuffs"",""plant protein"",""vegan"",""vegan protein""]"," - "," - "
"HIGHER STEAKS"," - ",GB,"2,016",1," - ","https://www.highersteaks.com/","https://www.linkedin.com/company/highersteaksmeat","https://www.crunchbase.com/organization/higher-steaks"," - ","30,520,045","Example collection: Alternative protein","[""ag tech"",""beef"",""biotechnology"",""cell based meat"",""cell based protein"",""cultured meat"",""in vitro meat"",""production technology"",""sustainable protein""]"," - ","[""address"",""animal"",""email"",""email address"",""health"",""highersteak"",""juicy"",""meat"",""meat harm health"",""news"",""news update"",""planet animal"",""tender"",""tender delicious meat love"",""update""]"
HOBBIT," - ",BE,"1,983",11,b2c,"www.hobbit.be","https://www.linkedin.com/company/de-hobbit/"," - "," - ","30,520,004","Example collection: Alternative protein","[""meat alternative"",""organic"",""plant protein"",""plant-based meat"",""vegan protein""]"," - ","[""biologische"",""categorien de liefde product"",""cloud"",""copyright"",""de"",""dehobbit"",""elke maaltijd overtuigd talrijke"",""enkele onze categorien de"",""ervaring verbeterd cookie facebook"",""het"",""hobbit"",""laat verleiden onzerecepten experimenteer"",""leer enkele onze categorien"",""onze categorien de liefde"",""onzerecepten experimenteer vooral los"",""producten basis lupine hennep"",""staat de hobbit voor"",""tonen graag gemakkelijk"",""uw ervaring verbeterd cookie"",""vaste waarde wereld biologische"",""veganistische"",""veganistische lekkernijen waaronder salade"",""verbeterd cookie facebook pixel"",""verleiden onzerecepten experimenteer vooral"",""verschillende veganistische lekkernijen waaronder"",""vleesvervanger"",""vleesvervanger elke maaltijd overtuigd"",""waar staat de hobbit"",""waarde wereld biologische vleesvervanger"",""website""]"
"IMPOSSIBLE FOODS"," - ",US,"2,011",51,b2b,"http://www.impossiblefoods.com/","https://www.linkedin.com/company/impossible-foods-inc./","https://www.crunchbase.com/organization/impossible-foods","https://twitter.com/ImpossibleFoods?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","30,485,996","Example collection: Alternative protein","[""alternative ingredients"",""alternative protein"",""cheese"",""cleantech 100"",""food and beverage"",""food and nutrition"",""food processing"",""health and wellness"",""hospitality"",""ingredients"",""meat"",""nutrition"",""plant protein"",""plant-based protein"",""protein"",""vegan protein"",""vegetarian""]"," - ","[""beef"",""burger"",""ceo reinventing burger ground"",""commercial electronic message"",""cow"",""delicious meat good people"",""delicious meat plant"",""eating sliders our new"",""email"",""email address"",""environmental impact meat cow"",""everything love meat animal"",""experience meat lover"",""food"",""foods"",""founder ceo reinventing burger"",""fraction environmental impact meat"",""good way"",""hungry"",""impossible"",""impossible burger"",""impossible foods"",""impossible x white castle"",""information united states"",""juicy first bite"",""la chicago meat mission"",""land"",""m burger huron chicago"",""meat"",""meat good people planet"",""meat land"",""mission that"",""our"",""our mailing list"",""our new culinary guide"",""pat o. brown"",""plant"",""pound impossible burger"",""product service"",""ready introduction"",""sizzle"",""sliders our new culinary"",""space eating sliders our"",""square foot land wildlife"",""states"",""team scientist hard work"",""tiny fraction environmental impact"",""typical u.s. beef production"",""u.s. beef production system"",""united"",""us impossible x white"",""water"",""water equivalent 10-minute shower"",""way"",""what meat"",""worth greenhouse gas"",""x white castle wu""]"
INALVE," - ",FR,"2,014",11,b2b,"https://inalve.com/","https://www.linkedin.com/company/inalve"," - ","https://twitter.com/inalve_sas?lang=en","30,482,517","Example collection: Alternative protein","[""algae protein"",""algae tech"",""animal feed"",""fa next event"",""microalgae"",""vegan protein""]"," - "," - "
"INNOCENT MEAT"," - ",DE,"2,017",1,b2b2c,"www.innocent-meat.com","http://7","https://www.crunchbase.com/organization/innocent-drinks"," - ","30,523,781","Example collection: Alternative protein","[""ag tech"",""beef"",""biotechnology"",""cell based meat"",""cell based protein"",""cultured meat"",""in vitro meat"",""sustainable protein""]"," - "," - "
INTEGRICULTURE," - ",JP,"2,015",1," - ","integriculture.jp/?lang=en"," - ","https://www.crunchbase.com/organization/integriculture"," - ","30,482,054","Example collection: Alternative protein","[""agriculture"",""alternative protein"",""biotechnology"",""cell-based meat"",""cultured meat"",""food and beverage"",""food and nutrition"",""health and wellness"",""production technology"",""protein"",""tissue engineering""]"," - "," - "
"JET-EAT"," - ",IL,"2,018",1,b2b,"https://jet-eat.com","https://www.linkedin.com/company/jet-eat/"," - "," - ","30,481,523","Example collection: Alternative protein","[""3d food printing"",""fa next event"",""food printing"",""food technology"",""plant protein"",""vegan protein""]"," - "," - "
"JUST, INC"," - ",US,"2,011",51,b2c,"https://www.ju.st/en-us","https://www.linkedin.com/company/18439980/","https://www.crunchbase.com/organization/just-inc","http://twitter.com/justforall","30,516,233","Example collection: Alternative protein","[""ag tech"",""biotechnology"",""cell based meat"",""cell based protein"",""chicken"",""cultured meat"",""food and beverage"",""food processing"",""in vitro meat"",""innovation management"",""sustainable protein""]"," - "," - "
KIVERDI," - ",US,"2,008",11,b2b,"www.kiverdi.com","https://www.linkedin.com/company/2315360/","https://www.crunchbase.com/organization/kiverdi","https://twitter.com/hashtag/kiverdi","30,485,311","Example collection: Alternative protein","[""advanced materials"",""algae protein"",""biobased chemicals"",""carbon capture"",""carbon recycling"",""fermentation"",""gas feedstocks"",""health and wellness"",""hydrogen"",""microbiology"",""production technology"",""vegan protein""]"," - ","[""carbon"",""carbon dioxide oil property"",""carbon footprint recycle co2"",""charged carbon recycler"",""co2"",""collaboration national renewable energy"",""demand"",""fact range supply vulnerable"",""gap sustainability profitability"",""high value compounds everyday"",""history price volatility due"",""kiverdi"",""less water modern agriculture"",""limonene"",""oil"",""oil property similar plant"",""palm"",""palm oil manufacture product"",""product"",""product industrial application"",""range supply vulnerable weather"",""reliant weather condition geographic"",""room palm plantation"",""sustainable future help nature"",""technology"",""toxic cleaning formulation ingredient"",""value derivative palm oil"",""value oils alternatives plant"",""weather"",""weather machine sneak peak""]"
"L'HERBIVORE"," - ",DE,"2,017",1," - ","lherbivore.de"," - "," - ","https://twitter.com/herbivore_l","30,520,621","Example collection: Alternative protein","[""biofach"",""meat alternative"",""plant based food"",""plant protein"",""seitan"",""vegan"",""vegan protein"",""vegetarian""]"," - "," - "
"LABFARMFOODS INC."," - ",US,"2,018",1," - ","labfarmfoods.com","https://www.linkedin.com/company/labfarmfoods-inc/about/"," - "," - ","30,523,790","Example collection: Alternative protein","[""ag tech"",""biotechnology"",""cell based meat"",""cell based protein"",""cultured meat"",""in vitro meat""]"," - "," - "
"LALLEMAND INC"," - ",CA,"1,895",501,b2b,"http://www.lallemand.com/","https://www.linkedin.com/company/46816","https://www.crunchbase.com/organization/lallemand","https://twitter.com/lallemand_brew","2,999,291","Example collection: Alternative protein","[""bacteria"",""high protein"",""meat alternative"",""non-gmo"",""salt reduction"",""salt substitutes"",""savoury taste"",""specialty nutrition"",""vegan protein"",""yeast"",""yeast protein""]","production technology","[""38th year alcohol school"",""ag market fermentation"",""alcohol school lallemand biofuels"",""animal"",""animal nutrition"",""asev"",""bacteria"",""bacteria specialty ingredient"",""bakery"",""baking"",""bio-ingredients"",""boulardii cncm i-1079 1st"",""brewing"",""contamination lallemand isproud announce"",""cum laude environmental engineering"",""development"",""distilled spirits lallemand"",""distilled spirits lallemand biofuels"",""distilling"",""engineering"",""ethanol technology institute"",""europe reduction salmonella contamination"",""fuel ethanol"",""global"",""global key trend industrial"",""global qa manager lallemand"",""health solutions"",""human"",""key trend industrial production"",""lallemand"",""lallemand global leader development"",""lallemand inc. veripan ag"",""lallemand isproud announce levucell"",""lallemands"",""lallemands 9th international levucell"",""laude environmental engineering management"",""lbds"",""levucell"",""live yeast strain saccharomyces"",""meeting vietnam second pig"",""metropolitan area mexico city"",""mexico"",""new premise cuatipark ii"",""nordic pet food seminar"",""nutrition"",""oenology"",""pet"",""pharma"",""plant care"",""premise"",""production"",""salmonella contamination lallemand isproud"",""sb"",""sb technical meeting vietnam"",""seminar"",""solutions"",""specialties"",""spirits"",""strategic collaboration lallemand inc."",""student"",""successful alcohol school lallemand"",""susmita"",""theeducational arm lbd"",""today global key trend"",""trend industrial production artisan"",""world lallemand biofuels"",""world lallemand global leader"",""year alcohol school lallemand"",""yeast""]"
LIGHTLIFE," - ",US,"1,979",51,b2b,"lightlife.com","https://www.linkedin.com/company/lightlife-foods","https://www.crunchbase.com/organization/lightlife-foods","https://twitter.com/lightlife","30,529,139","Example collection: Alternative protein","[""plant protein"",""vegan protein""]"," - "," - "
LIKEMEAT," - ",DE,"2,013",11,b2c,"likemeat.de"," - ","https://www.crunchbase.com/organization/like-meat-gmbh","https://twitter.com/we_like_meat?lang=en","30,519,947","Example collection: Alternative protein","[""food"",""meat alternative"",""plant protein"",""plant-based meat"",""plant-based protein"",""soy"",""sustainable feed"",""vegan protein"",""vegetarian""]"," - ","[""art likemeat filetstcken hhnchen"",""ausgewhlte exotische gewrze lsst"",""bewusste ernhrung unsere zukunft"",""co nur besten zutaten"",""curry"",""curry filetstcke genau richtige"",""daher likemeat fleischgenuss einklang"",""dann entdecke unsere leckeren"",""dann unsere likemeat curry"",""das"",""durch ausgewhlte exotische gewrze"",""eine pflanzliche ernhrung beitragen"",""entdecke unsere leckeren produkte"",""ernhrung"",""fleisch"",""geschmack fleisch"",""gut"",""herstellung weniger ressourcen verbraucht"",""kg likemeat hack vergleich"",""likemeat"",""likemeat curry filetstcke genau"",""likemeat gmbh | kaistrae"",""low"",""low fat glutenfrei"",""meat protein- ballaststoffreich"",""pflanzlich biss"",""produkte"",""umwelt eine pflanzliche ernhrung"",""unsere"",""unsere likemeat curry filetstcke"",""unsere produkte"",""unseren planeten unsere gesundheit"",""verbraucht"",""weniger"",""weniger co nur besten"",""weniger ressourcen verbraucht"",""zudem steckt gutes drin""]"
"MARLOW FOODS LIMITED"," - ",GB,"1,998",501," - ","http://www.quorn.co.uk/","https://www.linkedin.com/company/quorn-foods/about/","https://www.crunchbase.com/organization/quorn-foods","https://twitter.com/QuornFoods?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","12,574,681","Example collection: Alternative protein","[""advanced materials"",""agro innovation"",""alternative fuels"",""biobased chemicals"",""chemical intermediates"",""drop-in bbmc products"",""exploration and production"",""fermentation"",""health and wellness"",""meat alternative"",""mushroom protein"",""plant-based meat"",""production technology"",""sugar starch feedstocks"",""tight oil and gasfraccing"",""vegan protein""]"," - "," - "
MEATABLE," - ",NL,"2,018",1,b2c,"www.meatable.com","https://www.linkedin.com/company/itsmeatable/","https://www.crunchbase.com/organization/meatable","https://twitter.com/itsmeatable","30,523,061","Example collection: Alternative protein","[""clean meat"",""cultured meat"",""fa next event"",""production technology"",""stem cells""]"," - ","[""andre"",""andre ildsjeler urbant landbruk"",""anne"",""aquafit og avox china"",""avox china college students"",""axel zeiner vant henholdsvis"",""bronse sine prosjekter aquafit"",""china college students entrepreneurship"",""college students entrepreneurship competition"",""det skjedde knallhard konkurranse"",""forsker grand prix oslo"",""fredag"",""fremragende forskning og"",""ildsjeler urbant landbruk br"",""innspurten p studiebarometeret nrmer"",""knallhard konkurranse med seks"",""konkurranse med seks andre"",""mat"",""med seks andre europeiske"",""milj-"",""n p nrk nmbu"",""nmbu"",""nmbu og s sentrum"",""nmbu vertskap nr"",""nominert"",""norge n p nrk"",""november"",""og"",""og andre ildsjeler urbant"",""og avox china college"",""og kritiske kommentarer fredag"",""og s sentrum fredag"",""omgivelser var ramman"",""oslo"",""p studiebarometeret nrmer seg"",""prisen boka insektenes planet"",""professor anne sverdrup"",""prosjekter aquafit og avox"",""rektor og andre ildsjeler"",""seks andre europeiske land"",""sentre og laboratorier studiebarometeret"",""sep"",""september"",""sine prosjekter aquafit og"",""skjedde knallhard konkurranse med"",""sprreunderskelsen studiekvalitet innspurten p"",""studenter"",""studiebarometeret"",""studiekvalitet"",""studiekvalitet innspurten p studiebarometeret"",""svare p underskelsen studiekvalitet"",""tenke stort magasin- historier"",""vant"",""vert verdenskonferansen eliten av"",""zeiner vant henholdsvis slv""]"
MEATLESS," - ",NL,"2,006",1,b2b,"http://www.meatless.nl/","https://www.linkedin.com/company/meatless-bv/","https://www.crunchbase.com/organization/meatless","https://twitter.com/meatlessmonday?lang=en","30,516,321","Example collection: Alternative protein","[""food and beverage"",""food ingredients"",""food processing"",""meat alternative"",""plant protein"",""protein ingredients"",""textured protein"",""vegan protein""]"," - ","[""dit maakt betrouwbare partner"",""efficintere voedselproductie het"",""food"",""food matter live london"",""food valley summits"",""high potential tussen vlees"",""ingredinten"",""intrafood"",""label producten meatless voegt"",""lagere impact milieu"",""lagere impact milieu geval"",""lees"",""maak meatless slimme combinatie"",""maakt"",""meat meatless graag"",""meatless"",""meatless gemaakt"",""meatless graag partner functionele"",""meatless neemt deel intrafood"",""meatless ontdek high potential"",""meatless voegt waarde toe"",""milieu geval verschil significant"",""ontdek high potential tussen"",""onze"",""portfolio succesvolle concepten producten"",""product verbeteren onze passie"",""producten"",""producten meatless gemaakt"",""producten meatless kostenefficint"",""producten meatless voegt waarde"",""productie podium smakelijke hamburger"",""toe vlees meatless voegt"",""uw product verbeteren onze"",""vegetarische veganistische producten meatless"",""verbeteren onze passie meatless"",""verkrijgbaar verschillende grootte kleuren"",""verschil significant zijn"",""vetreductie belangrijke doelstellingen voedingsmiddelenindustrie"",""vlees"",""voedselverwerkende bedrijven wereldwijd daartoe"",""vorm"",""wereldwijd"",""werk meatless efficintere voedselproductie"",""witte"",""witte veldbonen gehoord""]"
"MEMPHIS MEATS"," - ",US,"2,015",11,b2c,"http://www.memphismeats.com","https://www.linkedin.com/company/7603949?trk=tyah&trkinfo=clickedvertical%3acompany%2cclickedentityid%3a7603949%2cidx%3a2-1-2%2ctarid%3a1455224429732%2ctas%3amemphis%20meats","https://www.crunchbase.com/organization/memphis-meats","https://twitter.com/MemphisMeats","29,686,705","Example collection: Alternative protein","[""cell culture"",""cultured meat"",""food"",""food and beverage"",""food and nutrition"",""food processing"",""food science"",""foodtech"",""health and wellness"",""meat"",""organic food"",""production technology"",""protein""]"," - ","[""american"",""american heart association american"",""animal"",""association american college cardiology"",""benefit conventional meat"",""better meat"",""bill gates richard branson"",""cell"",""change world"",""chicken lab wall street"",""clean"",""clean meat startup serves"",""delicious healthy meat table"",""discipline communication groundbreaking research"",""dr. uma valeti ceo"",""email"",""exclusive update progress"",""few greenhouse gas emission"",""food"",""food ground cells building"",""food revolution dr. uma"",""food system"",""good"",""good world"",""grows clean meat startup"",""historic milestone clean meat"",""hot tech silicon valley"",""join team"",""journal memphis meats medium"",""lab wall street journal"",""leadership role american heart"",""meat"",""meat cell level"",""meat startup serves chicken"",""meat table harvesting cell"",""meats"",""memphis"",""memphis meats"",""phd chief science officer"",""quality cell animal"",""revolution dr. uma valeti"",""san"",""san leandro"",""scientific discipline communication groundbreaking"",""serves chicken lab wall"",""slaughter"",""startup"",""startup serves chicken lab"",""step current process"",""street"",""street journal memphis meats"",""uma"",""uma valeti ceo co"",""wall street journal memphis"",""world""]"
"MISSION BARNS"," - ",US,"2,018",1,b2b2c,"https://www.missionbarns.com/","https://www.linkedin.com/company/missionbarns/","https://www.crunchbase.com/organization/mission-barns"," - ","30,520,054","Example collection: Alternative protein","[""ag tech"",""biotechnology"",""cell based meat"",""cell based protein"",""cultured meat"",""in vitro meat"",""sustainable protein""]"," - ","[""asustainable"",""efficient"",""efficient way"",""list"",""mailing"",""mailing list"",""meat"",""savory"",""savory meat"",""thejuicy"",""way""]"
"MORNINGSTAR FARMS"," - ",US,"1,974",11," - ","www.morningstarfarms.com","https://www.linkedin.com/company/morning-star-farm"," - ","https://twitter.com/morningstrfarms","30,529,140","Example collection: Alternative protein","[""plant protein"",""vegan protein""]"," - "," - "
"MOSA MEAT"," - ",NL,"2,016",1,b2b,"https://www.mosameat.com/","https://www.linkedin.com/company/mosameat","https://www.crunchbase.com/organization/mosa-meat","https://twitter.com/Mosa_Meat","30,476,843","Example collection: Alternative protein","[""cultured meat"",""food and nutrition"",""health and wellness"",""in vitro meat"",""production technology"",""protein""]"," - "," - "
